,Presicion,Recall,F1-score,data/sumen/sumen-01.txt,data/sumen/sumen-02.txt,data/sumen/sumen-03.txt,data/sumen/sumen-04.txt,data/sumen/sumen-05.txt,data/sumen/sumen-06.txt,data/sumen/sumen-07.txt,data/sumen/sumen-08.txt,data/sumen/sumen-10.txt,data/sumen/sumen-11.txt
1,0.30826000567697986,0.6936342346178411,0.42683086597668024,,0.17860175566751435,0.17932624016479365,0.17766285314540295,0.1789665281717982,0.17762215841636936,0.17770637353512236,0.17835548397711518,0.182441442840673,0.18012935045181114
2,0.3518162136155882,0.6853327085285849,0.4649499284692418,,,0.16859288595156355,0.1710060562159455,0.1694315136416702,0.16835156263962184,0.17145686201522942,0.16890264583428405,0.1726635703548809,0.16949306872070305
3,0.3909821850859215,0.6788940596769778,0.49619847939175665,,,,0.16640905125690508,0.1657315044144797,0.16484405612916334,0.16672209616678405,0.1646610948035731,0.16931137509445007,0.1665449573909557
4,0.4081826831588963,0.6738925541941565,0.5084143161886702,,,,,0.1533455248406829,0.1515711677200316,0.15406580115674956,0.15190479221811035,0.1600256518313732,0.15545269540020196
5,0.4179566563467492,0.6690812047274114,0.5145118733509234,,,,,,0.1446395820454947,0.1453133892787497,0.14344241087107507,0.14769622562423193,0.14555348505230734
6,0.4388742304309587,0.6662216288384513,0.5291622481442206,,,,,,,0.14515048981006626,0.14290338677956416,0.14440231328036326,0.14355508811578735
7,0.4631578947368421,0.6640581330352152,0.5457050987597611,,,,,,,,0.137212977655506,0.14078127133886062,0.14004848435067732
8,0.46601441812564365,0.6625183016105417,0.5471584038694074,,,,,,,,,0.13771218950029002,0.13585309691287736
9,0.5269541778975741,0.6729776247848537,0.5910808767951625,,,,,,,,,,0.12880659680509793
Avr,0.4191331627861282,0.674067827779337,0.5137791212162026,,0.17860175566751435,0.1739595630581786,0.17169265353941784,0.16686876776715773,0.16140570539013616,0.16006916866045023,0.15534039887703258,0.15687925498314034,0.15171520257782434
Max,0.5269541778975741,0.6936342346178411,0.5910808767951625,,0.17860175566751435,0.17932624016479365,0.17766285314540295,0.1789665281717982,0.17762215841636936,0.17770637353512236,0.17835548397711518,0.182441442840673,0.18012935045181114
Slope,0.023206904483107454,-0.0031402073120884943,0.01705644400276642,,nan,-0.0107333542132301,-0.005626900944248933,-0.00805630192205364,-0.008274554766133955,-0.007253318052707261,-0.007023025750241619,-0.006661581906097429,-0.006185024722921688
AllTextCount,,,,3281.0,1735.0,2578.0,1915.0,2267.0,1645.0,1921.0,1725.0,3127.0,2379.0
AllSegCount,,,,648.0,352.0,505.0,381.0,464.0,296.0,366.0,343.0,632.0,472.0
,,,,5.063271604938271,4.9289772727272725,5.104950495049505,5.026246719160105,4.885775862068965,5.5574324324324325,5.248633879781421,5.029154518950437,4.947784810126582,5.040254237288136
