Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.30826000567697986,0.6936342346178411,0.42683086597668024,
Un-score,1,1,,,,0.17860175566751435
Un-score,1,2,,,,0.17932624016479365
Un-score,1,3,,,,0.17766285314540295
Un-score,1,4,,,,0.1789665281717982
Un-score,1,5,,,,0.17762215841636936
Un-score,1,6,,,,0.17770637353512236
Un-score,1,7,,,,0.17835548397711518
Un-score,1,8,,,,0.182441442840673
Un-score,1,9,,,,0.18012935045181114
test-score,2,,0.3518162136155882,0.6853327085285849,0.4649499284692418,
Un-score,2,2,,,,0.16859288595156355
Un-score,2,3,,,,0.1710060562159455
Un-score,2,4,,,,0.1694315136416702
Un-score,2,5,,,,0.16835156263962184
Un-score,2,6,,,,0.17145686201522942
Un-score,2,7,,,,0.16890264583428405
Un-score,2,8,,,,0.1726635703548809
Un-score,2,9,,,,0.16949306872070305
test-score,3,,0.3909821850859215,0.6788940596769778,0.49619847939175665,
Un-score,3,3,,,,0.16640905125690508
Un-score,3,4,,,,0.1657315044144797
Un-score,3,5,,,,0.16484405612916334
Un-score,3,6,,,,0.16672209616678405
Un-score,3,7,,,,0.1646610948035731
Un-score,3,8,,,,0.16931137509445007
Un-score,3,9,,,,0.1665449573909557
test-score,4,,0.4081826831588963,0.6738925541941565,0.5084143161886702,
Un-score,4,4,,,,0.1533455248406829
Un-score,4,5,,,,0.1515711677200316
Un-score,4,6,,,,0.15406580115674956
Un-score,4,7,,,,0.15190479221811035
Un-score,4,8,,,,0.1600256518313732
Un-score,4,9,,,,0.15545269540020196
test-score,5,,0.4179566563467492,0.6690812047274114,0.5145118733509234,
Un-score,5,5,,,,0.1446395820454947
Un-score,5,6,,,,0.1453133892787497
Un-score,5,7,,,,0.14344241087107507
Un-score,5,8,,,,0.14769622562423193
Un-score,5,9,,,,0.14555348505230734
test-score,6,,0.4388742304309587,0.6662216288384513,0.5291622481442206,
Un-score,6,6,,,,0.14515048981006626
Un-score,6,7,,,,0.14290338677956416
Un-score,6,8,,,,0.14440231328036326
Un-score,6,9,,,,0.14355508811578735
test-score,7,,0.4631578947368421,0.6640581330352152,0.5457050987597611,
Un-score,7,7,,,,0.137212977655506
Un-score,7,8,,,,0.14078127133886062
Un-score,7,9,,,,0.14004848435067732
test-score,8,,0.46601441812564365,0.6625183016105417,0.5471584038694074,
Un-score,8,8,,,,0.13771218950029002
Un-score,8,9,,,,0.13585309691287736
test-score,9,,0.5269541778975741,0.6729776247848537,0.5910808767951625,
Un-score,9,9,,,,0.12880659680509793
