Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.7459419576979833,0.5560036663611365,0.6371179497951895,
Un-score,1,0,,,,0.1495581076102357
Un-score,1,1,,,,0.15031446174053492
Un-score,1,2,,,,0.1503764851067732
Un-score,1,3,,,,0.1502265802550787
Un-score,1,4,,,,0.15020198273523364
Un-score,1,5,,,,0.14982507749948515
Un-score,1,6,,,,0.15016085782436425
Un-score,1,7,,,,0.15019998400709342
Un-score,1,8,,,,0.1495854944333593
Un-score,1,9,,,,0.150836734363101
test-score,2,,0.7420777073573988,0.5525235945835043,0.6334234975890862,
Un-score,2,0,,,,0.14838098091231136
Un-score,2,1,,,,0.15057794096052865
Un-score,2,2,,,,0.14980711801597113
Un-score,2,3,,,,0.14993375107203877
Un-score,2,4,,,,0.15018391780016482
Un-score,2,5,,,,0.1507543997087552
Un-score,2,6,,,,0.14989742376419127
Un-score,2,7,,,,0.15061362827951819
Un-score,2,8,,,,0.14833385321117082
test-score,3,,0.7410918600849951,0.5544142822205919,0.6343033016228316,
Un-score,3,0,,,,0.1521382779082612
Un-score,3,1,,,,0.1520974040534516
Un-score,3,2,,,,0.15248771706207243
Un-score,3,3,,,,0.15215055361813998
Un-score,3,4,,,,0.15157302757785526
Un-score,3,5,,,,0.15160710729304888
Un-score,3,6,,,,0.15234881501029346
Un-score,3,7,,,,0.1521157927492084
test-score,4,,0.7417461482024945,0.5515548281505729,0.632665832290363,
Un-score,4,0,,,,0.15225749950792122
Un-score,4,1,,,,0.15216449080631667
Un-score,4,2,,,,0.1520941003254993
Un-score,4,3,,,,0.1523636817414606
Un-score,4,4,,,,0.1517068175789366
Un-score,4,5,,,,0.1527318963633705
Un-score,4,6,,,,0.15246374674547114
test-score,5,,0.7382663847780127,0.5442643391521197,0.6265924995514086,
Un-score,5,0,,,,0.1487831258930743
Un-score,5,1,,,,0.15210527272382948
Un-score,5,2,,,,0.14932027695944744
Un-score,5,3,,,,0.15261462544946428
Un-score,5,4,,,,0.1505246148794424
Un-score,5,5,,,,0.15257179744238294
test-score,6,,0.7355652595827268,0.5353107344632768,0.6196607398324137,
Un-score,6,0,,,,0.14739390191825838
Un-score,6,1,,,,0.14598781858665222
Un-score,6,2,,,,0.14769400807217528
Un-score,6,3,,,,0.14653628797979323
Un-score,6,4,,,,0.14572220137477215
test-score,7,,0.7385180649112064,0.5308098591549296,0.6176696542893726,
Un-score,7,0,,,,0.1490521346486252
Un-score,7,1,,,,0.1475631018359702
Un-score,7,2,,,,0.14933702735836568
Un-score,7,3,,,,0.147959488583862
test-score,8,,0.7379095163806553,0.5249722530521642,0.6134889753566797,
Un-score,8,0,,,,0.14779363368712936
Un-score,8,1,,,,0.14575528835424859
Un-score,8,2,,,,0.14648019178796043
test-score,9,,0.7437125748502994,0.523167649536647,0.6142433234421365,
Un-score,9,0,,,,0.15101350166997832
Un-score,9,1,,,,0.1507535136070869
test-score,10,,0.7337278106508875,0.49076517150395776,0.5881422924901185,
Un-score,10,0,,,,0.14351986935295097
