,Presicion,Recall,F1-score,data/sumen/sumen-01.txt,data/sumen/sumen-02.txt,data/sumen/sumen-03.txt,data/sumen/sumen-04.txt,data/sumen/sumen-05.txt,data/sumen/sumen-06.txt,data/sumen/sumen-07.txt,data/sumen/sumen-08.txt,data/sumen/sumen-10.txt,data/sumen/sumen-11.txt
1,0.7455018939393939,0.5772685609532539,0.6506870544477735,0.1357675155610221,0.13553658147297887,0.13694240274232117,0.13564740527285815,0.13561386476141704,0.13544991288002342,0.13550269183294994,0.1355112930982575,0.1362749879776458,0.13675039319354151
2,0.7477357485348961,0.575913007796471,0.6506722299490032,0.1344034509955103,0.13420616575163213,0.13451307534705442,0.13444177643139893,0.1344289243104733,0.1334617214248281,0.13431639236988852,0.13423498002181808,0.13428740002191972,
3,0.7451725229503007,0.5756908779652726,0.6495584988962472,0.1339365961843416,0.13371595009366036,0.134297383842314,0.13390588290268876,0.13331724426986824,0.1332772144616862,0.1339998846187032,0.133705238779092,,
4,0.7456359102244389,0.5709219858156028,0.6466862351305422,0.13301979689373325,0.13268919039696436,0.13304194613075135,0.13275765451168434,0.13228951869593383,0.13342022077828666,0.132721946034187,,,
5,0.7438524590163934,0.5657730673316709,0.6427053824362606,0.1308904311715107,0.13370287925244817,0.13190540390066682,0.1340291500964011,0.13263527686018176,0.13458954953619096,,,,
6,0.742132456552372,0.557909604519774,0.636968353154606,0.1286929703470318,0.1276721492365339,0.1290256254971699,0.1282050688367666,0.12830893339567723,,,,,
7,0.7422740524781342,0.5602992957746479,0.6385753699523452,0.12971381239477142,0.12766079775555927,0.1289525910599623,0.12821296338232388,,,,,,
8,0.7334315169366715,0.5527192008879024,0.6303797468354431,0.1286230319319893,0.12853439163320002,0.1289329528373279,,,,,,,
9,0.7325966850828729,0.5585509688289806,0.6338432122370936,0.13191285938712813,0.12886593919415262,,,,,,,,
10,0.7037037037037037,0.5263852242744064,0.6022641509433961,0.13049620935529346,,,,,,,,,
Avr,0.7382036949419177,0.5621431794147982,0.6382340233982711,0.1317456674222332,0.13139822719856997,0.13220142266969598,0.13245712877630314,0.13276562704892522,0.13403972381620305,0.13413522871393216,0.13448383729972255,0.13528119399978278,0.13675039319354151
Max,0.7477357485348961,0.5772685609532539,0.6506870544477735,0.1357675155610221,0.13553658147297887,0.13694240274232117,0.13564740527285815,0.13561386476141704,0.13544991288002342,0.13550269183294994,0.1355112930982575,0.1362749879776458,0.13675039319354151
Slope,-0.0033495015882209424,-0.004448934673961657,-0.0041186220645032115,-0.000627631107232477,-0.0010137539551205662,-0.0012002427147134573,-0.0012376240595412544,-0.0012266664215288025,-0.00017622273342063623,-0.000865874514747414,-0.0009030271595827505,-0.0019875879557260945,nan
AllTextCount,,,,3281.0,1735.0,2578.0,1915.0,2267.0,1645.0,1921.0,1725.0,3127.0,2379.0
AllSegCount,,,,648.0,352.0,505.0,381.0,464.0,296.0,366.0,343.0,632.0,472.0
,,,,5.063271604938271,4.9289772727272725,5.104950495049505,5.026246719160105,4.885775862068965,5.5574324324324325,5.248633879781421,5.029154518950437,4.947784810126582,5.040254237288136
