Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.7567567567567568,0.2014388489208633,0.3181818181818182,
Un-score,1,1,,,,0.2212031265292973
Un-score,1,2,,,,0.22415142056671178
Un-score,1,3,,,,0.22008499759272931
Un-score,1,4,,,,0.22079345176725557
Un-score,1,5,,,,0.2253876566925581
Un-score,1,6,,,,0.2196987860487855
Un-score,1,7,,,,0.22070632919794672
Un-score,1,8,,,,0.22005462399477044
Un-score,1,9,,,,0.21936096436598085
Un-score,1,10,,,,0.2199221119574643
test-score,2,,0.7027027027027027,0.18705035971223022,0.2954545454545454,
Un-score,2,1,,,,0.20367434751219768
Un-score,2,2,,,,0.2071312759832134
Un-score,2,3,,,,0.20383166416319365
Un-score,2,4,,,,0.20416337014656055
Un-score,2,6,,,,0.20393537466616735
Un-score,2,7,,,,0.20315226998570163
Un-score,2,8,,,,0.20276783952007185
Un-score,2,9,,,,0.20354560685090042
Un-score,2,10,,,,0.2038532513762592
test-score,3,,0.8333333333333334,0.17985611510791366,0.29585798816568054,
Un-score,3,1,,,,0.22803657214052042
Un-score,3,3,,,,0.22733403109315373
Un-score,3,4,,,,0.22694237485343757
Un-score,3,6,,,,0.22645355856855925
Un-score,3,7,,,,0.2274688604488413
Un-score,3,8,,,,0.2269403548499535
Un-score,3,9,,,,0.22641587189229376
Un-score,3,10,,,,0.22655003573193083
test-score,4,,0.8958333333333334,0.21182266009852216,0.3426294820717132,
Un-score,4,3,,,,0.20374679069634605
Un-score,4,4,,,,0.20401904901586418
Un-score,4,6,,,,0.2034588311576163
Un-score,4,7,,,,0.2037677549130578
Un-score,4,8,,,,0.20337400760326055
Un-score,4,9,,,,0.20332689556335523
Un-score,4,10,,,,0.20325938949924208
test-score,5,,0.8958333333333334,0.21182266009852216,0.3426294820717132,
Un-score,5,3,,,,0.19476360778104895
Un-score,5,6,,,,0.19495274698827417
Un-score,5,7,,,,0.19458029149088976
Un-score,5,8,,,,0.19416980589447363
Un-score,5,9,,,,0.19455940568798474
Un-score,5,10,,,,0.19439547034511317
test-score,6,,0.8775510204081632,0.21182266009852216,0.3412698412698412,
Un-score,6,3,,,,0.23160447164003609
Un-score,6,7,,,,0.23130998970373623
Un-score,6,8,,,,0.2307663150879636
Un-score,6,9,,,,0.23107713266625068
Un-score,6,10,,,,0.23117108310262505
test-score,7,,0.9574468085106383,0.24324324324324326,0.3879310344827586,
Un-score,7,7,,,,0.18586115879662307
Un-score,7,8,,,,0.18558796069482372
Un-score,7,9,,,,0.18630422152060253
Un-score,7,10,,,,0.18609962235427133
test-score,8,,0.9,0.24324324324324326,0.3829787234042553,
Un-score,8,7,,,,0.19501953639278344
Un-score,8,8,,,,0.19459272727757726
Un-score,8,10,,,,0.19519598366031501
test-score,9,,0.9,0.24324324324324326,0.3829787234042553,
Un-score,9,7,,,,0.2064059275983038
Un-score,9,8,,,,0.20665076574212785
test-score,10,,0.9574468085106383,0.24324324324324326,0.3879310344827586,
Un-score,10,7,,,,0.19516827057244057
