Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.6083696837513631,0.3678094610186253,0.4584488957370313,
Un-score,1,1,,,,0.17251576454823822
Un-score,1,2,,,,0.17643008066895308
Un-score,1,3,,,,0.1785503547615421
Un-score,1,4,,,,0.17812597417866793
Un-score,1,5,,,,0.1770749843429981
Un-score,1,6,,,,0.1768546309285826
Un-score,1,7,,,,0.17523438567653868
Un-score,1,8,,,,0.17727895932881838
Un-score,1,9,,,,0.17280784239120706
Un-score,1,10,,,,0.17728439362752527
test-score,2,,0.6582077716098335,0.3363387701347381,0.44518940663761314,
Un-score,2,2,,,,0.14322929297913137
Un-score,2,3,,,,0.1451485932951776
Un-score,2,4,,,,0.1452122332443957
Un-score,2,5,,,,0.1439558702499675
Un-score,2,6,,,,0.14373518858654374
Un-score,2,7,,,,0.14232915057908058
Un-score,2,8,,,,0.14416168988021674
Un-score,2,9,,,,0.14032620759263964
Un-score,2,10,,,,0.14413035046130862
test-score,3,,0.6684401451027812,0.3183598249251325,0.4313021767964422,
Un-score,3,3,,,,0.14834404059687312
Un-score,3,4,,,,0.148164664320948
Un-score,3,5,,,,0.14703682952595495
Un-score,3,6,,,,0.1468615764294868
Un-score,3,7,,,,0.14517602032135485
Un-score,3,8,,,,0.14723258684978946
Un-score,3,9,,,,0.14330915955899393
Un-score,3,10,,,,0.14721968964912102
test-score,4,,0.7063607924921793,0.41588899803536344,0.5235335033619289,
Un-score,4,4,,,,0.15345264057308194
Un-score,4,5,,,,0.15236973079287902
Un-score,4,6,,,,0.15197565612085492
Un-score,4,7,,,,0.15038812146548058
Un-score,4,8,,,,0.15242426491604968
Un-score,4,9,,,,0.14847269685102563
Un-score,4,10,,,,0.15259234506896796
test-score,5,,0.6957427117075428,0.40657111952406705,0.5132275132275131,
Un-score,5,5,,,,0.15348240917487035
Un-score,5,6,,,,0.15272213244215574
Un-score,5,7,,,,0.1528037293326124
Un-score,5,8,,,,0.15341747510161627
Un-score,5,9,,,,0.15232967516874302
Un-score,5,10,,,,0.153719065537381
test-score,6,,0.6639271434917814,0.47033831628638867,0.5506125080593165,
Un-score,6,6,,,,0.14940149178311818
Un-score,6,7,,,,0.14860373526750376
Un-score,6,8,,,,0.1501146903846976
Un-score,6,9,,,,0.1479394022679364
Un-score,6,10,,,,0.15037278413905952
test-score,7,,0.7485541173230515,0.5178129167460469,0.6121621621621622,
Un-score,7,7,,,,0.13041841904020887
Un-score,7,8,,,,0.13378567796409732
Un-score,7,9,,,,0.12811491630227875
Un-score,7,10,,,,0.13404238725506265
test-score,8,,0.6933962264150944,0.5663900414937759,0.6234910277324633,
Un-score,8,8,,,,0.1448949767657982
Un-score,8,9,,,,0.13784873566574005
Un-score,8,10,,,,0.14503767064906004
test-score,9,,0.665439672801636,0.5979419331128262,0.6298877274487031,
Un-score,9,9,,,,0.13158104041663954
Un-score,9,10,,,,0.13983442259353648
test-score,10,,0.7647058823529411,0.5190972222222222,0.6184074457083764,
Un-score,10,10,,,,0.13327125478621804
