Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.9557109557109557,0.5237385565254418,0.676660706917893,
Un-score,1,1,,,,0.13727698224189966
Un-score,1,2,,,,0.13783837197991253
Un-score,1,3,,,,0.13756401252746855
Un-score,1,4,,,,0.13731490158335719
Un-score,1,5,,,,0.13752343748205223
Un-score,1,6,,,,0.13763631668261733
Un-score,1,7,,,,0.13732495709649878
Un-score,1,8,,,,0.1374723556445544
Un-score,1,9,,,,0.13779426848262208
test-score,2,,0.9312786339025406,0.5477707006369427,0.6898041030387166,
Un-score,2,1,,,,0.12416901324320878
Un-score,2,3,,,,0.12434196995471208
Un-score,2,4,,,,0.12427686324572472
Un-score,2,5,,,,0.12425137044011034
Un-score,2,6,,,,0.12439779716749279
Un-score,2,7,,,,0.12420263035141031
Un-score,2,8,,,,0.124075666422596
Un-score,2,9,,,,0.12483813127311988
test-score,3,,0.917096018735363,0.5592687803484718,0.6948190205819729,
Un-score,3,1,,,,0.11228023526560899
Un-score,3,3,,,,0.1127425331321391
Un-score,3,4,,,,0.11324778173068374
Un-score,3,5,,,,0.11191563546971608
Un-score,3,6,,,,0.1129630895483503
Un-score,3,7,,,,0.11240001609600768
Un-score,3,8,,,,0.11298556947694029
test-score,4,,0.9104,0.5804148248894934,0.7088870431893687,
Un-score,4,1,,,,0.10698587260412044
Un-score,4,3,,,,0.10765678960030915
Un-score,4,5,,,,0.10664108553273392
Un-score,4,6,,,,0.10790517999396526
Un-score,4,7,,,,0.10705802002938987
Un-score,4,8,,,,0.10859432833017192
test-score,5,,0.8887390424814565,0.6113172541743971,0.7243748282495192,
Un-score,5,1,,,,0.11045027506325263
Un-score,5,3,,,,0.11033517631037021
Un-score,5,5,,,,0.10958559143193677
Un-score,5,6,,,,0.11038096677958904
Un-score,5,7,,,,0.11058541004669598
test-score,6,,0.8872549019607843,0.6266589728793999,0.7345282380791343,
Un-score,6,1,,,,0.10752430403920785
Un-score,6,3,,,,0.1079363590184505
Un-score,6,5,,,,0.10717457849283386
Un-score,6,6,,,,0.10786356333782299
test-score,7,,0.8766375545851528,0.6357878068091845,0.7370353373106929,
Un-score,7,1,,,,0.1113600106852237
Un-score,7,5,,,,0.11110670299623461
Un-score,7,6,,,,0.11165396949137926
test-score,8,,0.9128856624319419,0.6248447204968944,0.7418879056047196,
Un-score,8,1,,,,0.10056414744640405
Un-score,8,5,,,,0.10003679762319515
test-score,9,,0.897887323943662,0.6781914893617021,0.7727272727272727,
Un-score,9,5,,,,0.10010013843217805
