Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.6689774696707106,0.349925828251195,0.459498944862291,
Un-score,1,1,,,,0.1491509738610744
Un-score,1,2,,,,0.15630433949326428
Un-score,1,3,,,,0.1583735149415271
Un-score,1,4,,,,0.15807214383722576
Un-score,1,5,,,,0.1571447877001057
Un-score,1,6,,,,0.1569165324986938
Un-score,1,7,,,,0.15360909747251508
Un-score,1,8,,,,0.15740172357225504
Un-score,1,9,,,,0.15007835673280862
Un-score,1,10,,,,0.15726386688472802
test-score,2,,0.7056289488799541,0.42376681614349776,0.5295258620689656,
Un-score,2,1,,,,0.13683147862884082
Un-score,2,2,,,,0.14599292989471424
Un-score,2,4,,,,0.14807370700550826
Un-score,2,5,,,,0.14687114106567004
Un-score,2,6,,,,0.14644272499414604
Un-score,2,7,,,,0.14249614238746966
Un-score,2,8,,,,0.14707703286955542
Un-score,2,9,,,,0.13804535509220534
Un-score,2,10,,,,0.14722309970746983
test-score,3,,0.7183254344391785,0.419155604719764,0.5293980672953777,
Un-score,3,1,,,,0.1277439908927807
Un-score,3,2,,,,0.13612633386235642
Un-score,3,5,,,,0.13688737306354953
Un-score,3,6,,,,0.1363549015742383
Un-score,3,7,,,,0.13293606008616224
Un-score,3,8,,,,0.13706577298760705
Un-score,3,9,,,,0.12883259182043655
Un-score,3,10,,,,0.13726945548921052
test-score,4,,0.771559199117137,0.47644080996884736,0.5891062293108636,
Un-score,4,1,,,,0.10905379140818888
Un-score,4,2,,,,0.10804557943355769
Un-score,4,5,,,,0.10804731773545227
Un-score,4,6,,,,0.107438876793884
Un-score,4,7,,,,0.10804814807253098
Un-score,4,8,,,,0.10614176975066714
Un-score,4,9,,,,0.10803600848836846
test-score,5,,0.7504494786048184,0.5211636908477962,0.6151352147962568,
Un-score,5,2,,,,0.12307315441246125
Un-score,5,5,,,,0.12328015299382304
Un-score,5,6,,,,0.12342045724731299
Un-score,5,7,,,,0.12293619886106286
Un-score,5,8,,,,0.1241155432785231
Un-score,5,9,,,,0.1225290173150352
test-score,6,,0.7583815028901734,0.5350734094616639,0.6274509803921569,
Un-score,6,2,,,,0.10572643547873593
Un-score,6,5,,,,0.10611590857809781
Un-score,6,6,,,,0.1063876350706995
Un-score,6,7,,,,0.10542548074578138
Un-score,6,9,,,,0.10442950793802724
test-score,7,,0.7637877211238293,0.5872,0.6639529624604251,
Un-score,7,2,,,,0.10556677137352696
Un-score,7,5,,,,0.10622659088943356
Un-score,7,7,,,,0.10486113625637199
Un-score,7,9,,,,0.10309397718496068
test-score,8,,0.7932321473003234,0.6120176617392974,0.6909406155179888,
Un-score,8,2,,,,0.1014769413480689
Un-score,8,7,,,,0.10015402025107158
Un-score,8,9,,,,0.0976553512748019
test-score,9,,0.7603260869565217,0.6960199004975124,0.7267532467532467,
Un-score,9,7,,,,0.10210674858235627
Un-score,9,9,,,,0.09911793394595883
test-score,10,,0.810107948969578,0.7696969696969697,0.7893856084150132,
Un-score,10,9,,,,0.09424323666946165
