,Presicion,Recall,F1-score,data/sumen/sumen-01.txt,data/sumen/sumen-02.txt,data/sumen/sumen-03.txt,data/sumen/sumen-04.txt,data/sumen/sumen-05.txt,data/sumen/sumen-06.txt,data/sumen/sumen-07.txt,data/sumen/sumen-08.txt,data/sumen/sumen-10.txt,data/sumen/sumen-11.txt
1,0.27985547667342797,0.9399616776665957,0.43129976066038195,,0.11096346654272723,0.11065698853193746,0.1082501839011984,0.10839581952482133,0.11225244634293917,0.10816485592261181,0.11144518169038901,0.10790623506413007,0.1092443050131874
2,0.3054054054054054,0.926663542642924,0.4594029504007433,,,0.11472632066551074,0.11446988631999727,0.11470206211743972,0.11603972978974067,0.11427050715721535,0.11515820788661565,0.11311642898103956,0.11447932489569845
3,0.32947750220566613,0.9200656994251301,0.4852028295077234,,,,0.11944299078609323,0.12011613405212809,0.12148567767561697,0.11979255278945994,0.12161301702767291,0.12128803659373484,0.12101822873742882
4,0.34417344173441733,0.9176877159912032,0.5005998286203941,,,,,0.1273551333955894,0.13058099574325555,0.12815524584605256,0.12965718227400136,0.129105858174681,0.12923464295805095
5,0.35508100147275407,0.9191765154403355,0.5122702645277808,,,,,,0.12789381460753274,0.12741695021582522,0.12750642516773122,0.12711730829757248,0.12708406312799914
6,0.3712737127371274,0.9145527369826435,0.5281418658442559,,,,,,,0.1236673617272733,0.1227595203274323,0.1252248377882715,0.12352705219528945
7,0.38376470588235295,0.9116825041922862,0.5401556549097533,,,,,,,,0.1219583034074489,0.12599509616485505,0.12332195637761435
8,0.38828295419133685,0.9121522693997072,0.5446994535519125,,,,,,,,,0.1264500511027384,0.12346867068401315
9,0.418167580266249,0.919104991394148,0.5748116254036598,,,,,,,,,,0.12497970879337214
Avr,0.3528313089520819,0.9201164059038859,0.5085093592696227,,0.11096346654272723,0.1126916545987241,0.11405435366909629,0.11764228727249464,0.12165053283181701,0.12024457894307304,0.12144254825447019,0.12202548152087787,0.12181755030918377
Max,0.418167580266249,0.9399616776665957,0.5748116254036598,,0.11096346654272723,0.11472632066551074,0.11944299078609323,0.1273551333955894,0.13058099574325555,0.12815524584605256,0.12965718227400136,0.129105858174681,0.12923464295805095
Slope,0.015625928984752704,-0.002447698904894809,0.016123077607575677,,nan,0.004069332133573272,0.005596403442447419,0.00622920135469926,0.0045824002482702025,0.0035804157501637063,0.0018798356490311162,0.0024288321654266343,0.0014801586167215444
AllTextCount,,,,3281.0,1735.0,2578.0,1915.0,2267.0,1645.0,1921.0,1725.0,3127.0,2379.0
AllSegCount,,,,648.0,352.0,505.0,381.0,464.0,296.0,366.0,343.0,632.0,472.0
,,,,5.063271604938271,4.9289772727272725,5.104950495049505,5.026246719160105,4.885775862068965,5.5574324324324325,5.248633879781421,5.029154518950437,4.947784810126582,5.040254237288136
