Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.7677783659784718,0.269011994559169,0.39842498054118397,
Un-score,1,0,,,,0.09023129161979422
Un-score,1,1,,,,0.09103902595278307
Un-score,1,2,,,,0.09653349547916613
Un-score,1,3,,,,0.09724535977987865
Un-score,1,4,,,,0.09824136093971131
Un-score,1,5,,,,0.0969209084982664
Un-score,1,6,,,,0.09651848031296822
Un-score,1,7,,,,0.09417281712465175
Un-score,1,8,,,,0.09693470171361246
Un-score,1,9,,,,0.09174148064494596
Un-score,1,10,,,,0.097292528872072
test-score,2,,0.7667402501839587,0.2672137453519682,0.39631073500047537,
Un-score,2,0,,,,0.08928632166611987
Un-score,2,1,,,,0.08832069296573702
Un-score,2,2,,,,0.09085735144315818
Un-score,2,3,,,,0.09709643283669081
Un-score,2,4,,,,0.094372562910324
Un-score,2,5,,,,0.09134805080808683
Un-score,2,6,,,,0.09266234789352389
Un-score,2,7,,,,0.08996098984234316
Un-score,2,8,,,,0.09683068333774968
Un-score,2,9,,,,0.08823589967420624
test-score,3,,0.7295866935483871,0.21519363710696499,0.33235749956948507,
Un-score,3,0,,,,0.09479558558885438
Un-score,3,1,,,,0.09093977365038423
Un-score,3,2,,,,0.09086376268778945
Un-score,3,3,,,,0.091244051153767
Un-score,3,4,,,,0.09081277435352335
Un-score,3,5,,,,0.09106922059591031
Un-score,3,6,,,,0.0912106904712694
Un-score,3,7,,,,0.0908884191216502
Un-score,3,8,,,,0.09148799673356578
test-score,4,,0.7160865990682379,0.204140625,0.3177092832391027,
Un-score,4,0,,,,0.09712701010895874
Un-score,4,1,,,,0.09104741019360085
Un-score,4,2,,,,0.0909824710650595
Un-score,4,3,,,,0.09095721424617205
Un-score,4,4,,,,0.09070220204057206
Un-score,4,5,,,,0.09097161611562438
Un-score,4,6,,,,0.09069804317734188
Un-score,4,7,,,,0.09093779351778922
test-score,5,,0.6523636363636364,0.16421052631578947,0.26237659963436927,
Un-score,5,0,,,,0.10388428670028903
Un-score,5,1,,,,0.10191565203581855
Un-score,5,2,,,,0.09687821417160576
Un-score,5,3,,,,0.09119436627979424
Un-score,5,4,,,,0.09183496498342311
Un-score,5,5,,,,0.0955469378137123
Un-score,5,6,,,,0.09311557441723677
test-score,6,,0.5957540911101282,0.13718301252673387,0.22301324503311254,
Un-score,6,0,,,,0.10902689669318064
Un-score,6,1,,,,0.1063297962643658
Un-score,6,2,,,,0.10850611866279264
Un-score,6,3,,,,0.11024113632889636
Un-score,6,4,,,,0.10882143153554774
Un-score,6,5,,,,0.10889018813394255
test-score,7,,0.5976133651551313,0.14262930052403736,0.23029522670836017,
Un-score,7,0,,,,0.11121731254502808
Un-score,7,1,,,,0.10799125969095529
Un-score,7,2,,,,0.10340583339352741
Un-score,7,3,,,,0.10359733291506251
Un-score,7,4,,,,0.10348769890914931
test-score,8,,0.5917602996254682,0.137733499377335,0.22345691483988284,
Un-score,8,0,,,,0.11379905315760301
Un-score,8,1,,,,0.1126051467439752
Un-score,8,2,,,,0.10931249712233569
Un-score,8,3,,,,0.10573777595206085
test-score,9,,0.5683890577507599,0.12479978643886813,0.2046623618255445,
Un-score,9,0,,,,0.11505072082069334
Un-score,9,1,,,,0.11481616220824496
Un-score,9,2,,,,0.11305068480333734
test-score,10,,0.5689170182841069,0.12835157861335872,0.20944983818770224,
Un-score,10,0,,,,0.11695208423413078
Un-score,10,1,,,,0.11612850201619387
test-score,11,,0.5397536394176932,0.1193069306930693,0.19541860936549765,
Un-score,11,0,,,,0.11780925198548904
