,Presicion,Recall,F1-score,data/ws/ws-001.txt,data/ws/ws-002.txt,data/ws/ws-004.txt,data/ws/ws-005.txt,data/ws/ws-006.txt,data/ws/ws-007.txt,data/ws/ws-008.txt,data/ws/ws-009.txt,data/ws/ws-010.txt,data/ws/ws-011.txt,data/ws/ws-012.txt
1,0.6825085100811731,0.322307406949425,0.43784646396774735,0.10592553743074497,0.10661983983736562,0.1137370950750889,0.11456749631017292,0.11566737057211654,0.11422491398999321,0.11391271448880066,0.11065160079534196,0.11427603189933637,0.10736200934774755,0.11459384335077488
2,0.6813918716868289,0.3213873573535069,0.43676758876061855,0.10513326301426568,0.10310938689499374,0.10636276044550953,0.11439623949531788,0.11104159639504416,0.10705736670118979,0.10872149459494838,0.10498751440063357,0.11415722001674133,0.10304898078492626,
3,0.6456734124214933,0.27510592432914593,0.3858222569715924,0.11173137479320797,0.10840123237639157,0.10834581150105525,0.1084601502280506,0.10754547082308336,0.10835684380204372,0.10827086826196074,0.10826753406187764,0.10833855346130443,,
4,0.6342463201043413,0.2659375,0.37474541751527496,0.11377434394430305,0.10854391551331553,0.10868554096244151,0.10902980424481276,0.1088792686550742,0.10867792967187347,0.10865860694286202,0.10902975295342703,,,
5,0.5837950138504155,0.23148741418764301,0.33151995805204165,0.11924688524706008,0.11737834973246593,0.11262018071700713,0.10701461752845254,0.1082188386020083,0.11137996884546969,0.10928917543314237,,,,
6,0.547104350146784,0.20877889805479172,0.3022261536193424,0.12415787669605304,0.12149109810651984,0.12397790209867209,0.12535820209926177,0.12447975077757997,0.12431131665172533,,,,,
7,0.5506365740740741,0.21679197994987467,0.3111002125224783,0.1261360854677941,0.12310008460500316,0.11828007282454743,0.11743625862146648,0.11773389391325624,,,,,,
8,0.5431904161412359,0.2145703611457036,0.3076236386359579,0.12908129571610671,0.12771133507678087,0.12493868178983118,0.12178412236507011,,,,,,,
9,0.5275563258232235,0.20315002669514148,0.29334104269056566,0.13024267917829976,0.12961117465203695,0.12842077717786776,,,,,,,,
10,0.5318035426731079,0.2095827383785499,0.30067144645499033,0.13184726290403465,0.13130557139497198,,,,,,,,,
11,0.5185185185185185,0.20445544554455444,0.2932717912302503,0.1329560199610731,,,,,,,,,,
Avr,0.5860386232291996,0.24305045932621241,0.34317599731098725,0.12093023857754027,0.11772719881898452,0.11615209139911342,0.11475586136157562,0.11336659853402327,0.1123347232770492,0.10977057194434284,0.10823410055282005,0.11225726845912738,0.1052054950663369,0.11459384335077488
Max,0.6825085100811731,0.322307406949425,0.43784646396774735,0.1329560199610731,0.13130557139497198,0.12842077717786776,0.12535820209926177,0.12447975077757997,0.12431131665172533,0.11391271448880066,0.11065160079534196,0.11427603189933637,0.10736200934774755,0.11459384335077488
Slope,-0.01807204346695926,-0.012452506252477773,-0.015448771627647965,0.0030458675375484834,0.0033455507119322606,0.0024937229371215885,0.0013618505584797212,0.0012053302345505599,0.0018205973031808589,-0.0009309965763402956,-0.00015855238645007402,-0.0029687392190159696,-0.004313028562821286,nan
AllTextCount,,,,21005.0,12951.0,6588.0,2664.0,4105.0,6071.0,5036.0,8378.0,2959.0,11802.0,3119.0
AllSegCount,,,,4078.0,2246.0,1180.0,462.0,674.0,1029.0,880.0,1440.0,498.0,1443.0,470.0
,,,,5.150809220205983,5.766251113089938,5.583050847457627,5.766233766233766,6.0905044510385755,5.899902818270165,5.722727272727273,5.8180555555555555,5.9417670682730925,8.17879417879418,6.636170212765958
