Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.7567567567567568,0.2014388489208633,0.3181818181818182,
Un-score,1,1,,,,0.20570237509100578
Un-score,1,2,,,,0.20941963437847855
Un-score,1,3,,,,0.2046925845895908
Un-score,1,4,,,,0.2058501644536216
Un-score,1,5,,,,0.21072544924320144
Un-score,1,6,,,,0.20478798810554588
Un-score,1,7,,,,0.20520816382948673
Un-score,1,8,,,,0.20451476177117936
Un-score,1,9,,,,0.20426836250857874
Un-score,1,10,,,,0.20468442766228906
test-score,2,,0.6228070175438597,0.2862903225806452,0.3922651933701658,
Un-score,2,2,,,,0.2465075434039678
Un-score,2,3,,,,0.24280990150929463
Un-score,2,4,,,,0.2438824824607882
Un-score,2,5,,,,0.24770759446890922
Un-score,2,6,,,,0.24308252149949902
Un-score,2,7,,,,0.2433674938698825
Un-score,2,8,,,,0.24260019170340325
Un-score,2,9,,,,0.2428488780896772
Un-score,2,10,,,,0.2430582198489585
test-score,3,,0.7627118644067796,0.22167487684729065,0.34351145038167935,
Un-score,3,3,,,,0.18668079127240228
Un-score,3,4,,,,0.18806522038717632
Un-score,3,5,,,,0.19189143836822198
Un-score,3,6,,,,0.18748479083018457
Un-score,3,7,,,,0.1870631702719469
Un-score,3,8,,,,0.18654624828594543
Un-score,3,9,,,,0.1866875295595012
Un-score,3,10,,,,0.18653607064127867
test-score,4,,0.8620689655172413,0.11737089201877934,0.20661157024793386,
Un-score,4,4,,,,0.19765426586315735
Un-score,4,5,,,,0.20172812627014414
Un-score,4,6,,,,0.1969238747984333
Un-score,4,7,,,,0.1967980428660461
Un-score,4,8,,,,0.1963940113202698
Un-score,4,9,,,,0.19622230940456079
Un-score,4,10,,,,0.19608124681429953
test-score,5,,0.6857142857142857,0.09022556390977443,0.15946843853820597,
Un-score,5,5,,,,0.22434981483020286
Un-score,5,6,,,,0.21940369335347382
Un-score,5,7,,,,0.22015886283765415
Un-score,5,8,,,,0.2193879707424295
Un-score,5,9,,,,0.21885515935105188
Un-score,5,10,,,,0.21890736330560373
test-score,6,,0.9696969696969697,0.14953271028037382,0.2591093117408907,
Un-score,6,6,,,,0.21150715748688367
Un-score,6,7,,,,0.21149815677157485
Un-score,6,8,,,,0.21088954551437544
Un-score,6,9,,,,0.21131725666102616
Un-score,6,10,,,,0.21130849087476622
test-score,7,,0.9,0.24324324324324326,0.3829787234042553,
Un-score,7,7,,,,0.19186817487101065
Un-score,7,8,,,,0.1913871363462867
Un-score,7,9,,,,0.1920357556209836
Un-score,7,10,,,,0.19185793605382556
test-score,8,,1.0,0.2512315270935961,0.4015748031496063,
Un-score,8,8,,,,0.21617356984119837
Un-score,8,9,,,,0.2163071054676336
Un-score,8,10,,,,0.21637574652051492
test-score,9,,1.0,0.3894736842105263,0.5606060606060607,
Un-score,9,9,,,,0.18935398083815183
Un-score,9,10,,,,0.1892363425051626
test-score,10,,0.9473684210526315,0.19672131147540983,0.32579185520361986,
Un-score,10,10,,,,0.15803770125401012
