,Presicion,Recall,F1-score,data/sumen/sumen-01.txt,data/sumen/sumen-02.txt,data/sumen/sumen-03.txt,data/sumen/sumen-04.txt,data/sumen/sumen-05.txt,data/sumen/sumen-06.txt,data/sumen/sumen-07.txt,data/sumen/sumen-08.txt,data/sumen/sumen-10.txt,data/sumen/sumen-11.txt
1,0.9864649681528662,0.2637853949329359,0.41626070888627575,,0.12620530899413032,0.12538869372483638,0.12668410313402167,0.12612566536948902,0.12546250497164052,0.12671880050689532,0.12597809422824172,0.12634572212858897,0.1258331935568227
2,0.9668508287292817,0.28898325076669024,0.4449691245913549,,0.12391607266833397,0.12347530543227855,0.1250589995186069,0.12443779372854137,0.12334813240479511,,0.12372483863466019,0.12394142962406977,0.12414714247145632
3,0.9468170829975826,0.3117537808437251,0.46906187624750495,,0.12462132963399306,0.12371174260740611,,0.12472570592303676,0.12437607895180894,,0.12445696295069511,0.12457618464618124,0.12451929066736799
4,0.9029911075181891,0.3480835151137426,0.5024741340530813,,0.12507491472792015,0.12515502878543283,,,0.12483015593733193,,0.1248994048648817,0.1264413993226598,0.12593325800333605
5,0.9043560606060606,0.39397689768976896,0.5488505747126436,,0.12454504622836311,0.12502696883581177,,,0.12471183141372667,,0.12457299133376393,,0.12588329888625585
6,0.8988372093023256,0.41942485078676073,0.5719570847206807,,0.12609461064594865,0.1284051859317548,,,0.12594862490318906,,0.12599992017456493,,
7,0.8964346349745331,0.42996742671009774,0.5811777655476059,,0.12332573035482783,,,,0.12361487414121188,,0.12329768294684695,,
8,0.9114219114219114,0.45892018779342725,0.6104605776736924,,0.12163487779981831,,,,,,0.12160986541394812,,
9,0.8938053097345132,0.47754137115839246,0.6224961479198768,,,,,,,,0.1208523001385958,,
Avr,0.9231087903819183,0.37693740842172674,0.5297453327058574,,0.12442723638166692,0.1251938208862534,0.12587155132631428,0.12509638834035572,0.12461317181767202,0.12671880050689532,0.12393245118735538,0.12532618393037495,0.12526323671704778
Max,0.9864649681528662,0.47754137115839246,0.6224961479198768,,0.12620530899413032,0.1284051859317548,0.12668410313402167,0.12612566536948902,0.12594862490318906,0.12671880050689532,0.12599992017456493,0.1264413993226598,0.12593325800333605
Slope,-0.010697402997624759,0.02787672238979668,0.026918847410820308,,-0.0003696994689452982,0.0006051639263776688,-0.0016251036154147636,-0.0006999797232261282,-2.198225921538304e-07,nan,-0.0004677690119788825,9.217866043239597e-05,0.000188632619074601
AllTextCount,,,,3281.0,1735.0,2578.0,1915.0,2267.0,1645.0,1921.0,1725.0,3127.0,2379.0
AllSegCount,,,,648.0,352.0,505.0,381.0,464.0,296.0,366.0,343.0,632.0,472.0
,,,,5.063271604938271,4.9289772727272725,5.104950495049505,5.026246719160105,4.885775862068965,5.5574324324324325,5.248633879781421,5.029154518950437,4.947784810126582,5.040254237288136
