,Presicion,Recall,F1-score,data/sumen/sumen-01.txt,data/sumen/sumen-02.txt,data/sumen/sumen-03.txt,data/sumen/sumen-04.txt,data/sumen/sumen-05.txt,data/sumen/sumen-06.txt,data/sumen/sumen-07.txt,data/sumen/sumen-08.txt,data/sumen/sumen-10.txt,data/sumen/sumen-11.txt
1,0.9416974169741698,0.2716627634660422,0.4216787838730998,,0.15268180931233855,0.15456703812511924,0.15332280936001272,0.15459098633375135,0.15304483732443133,0.15333813675578944,0.15250115811539822,0.15596840844952217,0.15492514986956887
2,0.8815520762423418,0.3034208059981256,0.4514554645284992,,,0.15437342154073547,0.153742632785528,0.1541738439278066,0.15349536981309841,0.15370369464688005,0.15296321591950054,0.1557723756782512,0.154575361815172
3,0.8755395683453238,0.3331508349301944,0.4826492167360698,,,,0.15367663964842063,0.15370443646459234,0.15353617866657052,0.1536302652149088,0.15282203525176036,0.15615059320562133,0.15399531845022094
4,0.8613636363636363,0.35721017907634306,0.5049966688874084,,,,,0.1528770921829085,0.15407404812035327,0.1535422957515109,0.15293945895804992,0.15567700334362944,0.15327531539315606
5,0.8561525129982669,0.37666793747617233,0.5231665342864708,,,,,,0.1517083204306046,0.15170068578501553,0.15067107049692843,0.15434415997468953,0.15175799265988862
6,0.8495575221238938,0.38451268357810414,0.5294117647058824,,,,,,,0.14999837569971458,0.1490484982396567,0.15232545333020475,0.1498897330365076
7,0.845223700120919,0.3907210732252655,0.5344036697247707,,,,,,,,0.1468478689311074,0.1498227894636208,0.14800927797247124
8,0.8487261146496815,0.390190336749634,0.534603811434303,,,,,,,,,0.15014213955174036,0.1486271632217223
9,0.8491228070175438,0.4165232358003442,0.5588914549653579,,,,,,,,,,0.1489307123672271
Avr,0.8676594838706418,0.3582288722555806,0.5045841521268736,,0.15268180931233855,0.15447022983292735,0.15358069393132046,0.15383658972726472,0.15317175087101162,0.1526522423089699,0.15111332941605737,0.15377536537465994,0.15155400275399275
Max,0.9416974169741698,0.4165232358003442,0.5588914549653579,,0.15268180931233855,0.15456703812511924,0.153742632785528,0.15459098633375135,0.15407404812035327,0.15370369464688005,0.15296321591950054,0.15615059320562133,0.15492514986956887
Slope,-0.009020236254883945,0.016369891044727275,0.015436995448038655,,nan,-0.00019361658438377116,0.00017691514420395404,-0.0005611089915742746,-0.00020943554803986298,-0.0006513086094104511,-0.0009621524166925721,-0.000992143766104933,-0.0009530001516977338
AllTextCount,,,,3281.0,1735.0,2578.0,1915.0,2267.0,1645.0,1921.0,1725.0,3127.0,2379.0
AllSegCount,,,,648.0,352.0,505.0,381.0,464.0,296.0,366.0,343.0,632.0,472.0
,,,,5.063271604938271,4.9289772727272725,5.104950495049505,5.026246719160105,4.885775862068965,5.5574324324324325,5.248633879781421,5.029154518950437,4.947784810126582,5.040254237288136
