Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.9864649681528662,0.2637853949329359,0.41626070888627575,
Un-score,1,1,,,,0.12620530899413032
Un-score,1,2,,,,0.12538869372483638
Un-score,1,3,,,,0.12668410313402167
Un-score,1,4,,,,0.12612566536948902
Un-score,1,5,,,,0.12546250497164052
Un-score,1,6,,,,0.12671880050689532
Un-score,1,7,,,,0.12597809422824172
Un-score,1,8,,,,0.12634572212858897
Un-score,1,9,,,,0.1258331935568227
test-score,2,,0.9372666168782674,0.29404873477038423,0.4476547173176386,
Un-score,2,2,,,,0.12730553561285568
Un-score,2,3,,,,0.1287150026410919
Un-score,2,4,,,,0.12816139213294392
Un-score,2,5,,,,0.12793642108321898
Un-score,2,6,,,,0.12871224905813228
Un-score,2,7,,,,0.12826165809647497
Un-score,2,8,,,,0.1282564634277592
Un-score,2,9,,,,0.127724955477393
test-score,3,,0.9277478862413528,0.3304133588831098,0.48728300363342764,
Un-score,3,3,,,,0.12809922455090902
Un-score,3,4,,,,0.12754682084894906
Un-score,3,5,,,,0.1270644286772473
Un-score,3,6,,,,0.12801455931386002
Un-score,3,7,,,,0.12705023626583983
Un-score,3,8,,,,0.12800414682375966
Un-score,3,9,,,,0.1266841058369527
test-score,4,,0.9208992506244796,0.3474709393653786,0.5045620437956204,
Un-score,4,4,,,,0.1264153819248754
Un-score,4,5,,,,0.12621602491477954
Un-score,4,6,,,,0.12688943108141568
Un-score,4,7,,,,0.1260716188950773
Un-score,4,8,,,,0.12716965511426095
Un-score,4,9,,,,0.12559810020714493
test-score,5,,0.9066788655077768,0.37781166603126193,0.5333692142088268,
Un-score,5,5,,,,0.12497928828654073
Un-score,5,6,,,,0.12563393365614106
Un-score,5,7,,,,0.12488841288031896
Un-score,5,8,,,,0.1271977931149429
Un-score,5,9,,,,0.1249646776271684
test-score,6,,0.9163135593220338,0.38495772140631956,0.5421497963020997,
Un-score,6,6,,,,0.12425645525043794
Un-score,6,7,,,,0.12357029502728709
Un-score,6,8,,,,0.125862701403729
Un-score,6,9,,,,0.12383736370806095
test-score,7,,0.9073604060913706,0.39966461710452766,0.5549088086922779,
Un-score,7,7,,,,0.12257014469381368
Un-score,7,8,,,,0.1242421308901655
Un-score,7,9,,,,0.12327879443297154
test-score,8,,0.9111842105263158,0.4055636896046852,0.5612968591691996,
Un-score,8,8,,,,0.12376864970302706
Un-score,8,9,,,,0.12199904729316689
test-score,9,,0.9037800687285223,0.45266781411359724,0.6032110091743119,
Un-score,9,9,,,,0.12142118537353895
