,Presicion,Recall,F1-score,data/sumen/sumen-01.txt,data/sumen/sumen-02.txt,data/sumen/sumen-03.txt,data/sumen/sumen-04.txt,data/sumen/sumen-05.txt,data/sumen/sumen-06.txt,data/sumen/sumen-07.txt,data/sumen/sumen-08.txt,data/sumen/sumen-10.txt,data/sumen/sumen-11.txt
1,0.7931127982646421,0.536205316223648,0.6398337525976155,0.14048995857299912,0.14183343054321998,0.14130886926900996,0.14144266688007762,0.14135890737277224,0.1411842158271544,0.1413891794296419,0.1415909436510113,0.14072353495401915,0.1417372775901504
2,0.7880995749848209,0.5326220763233483,0.6356513222331048,0.13983032339390927,0.1402301203978092,0.1407375437000774,0.1406180820760285,0.14115104316136665,0.14055279326577672,0.140543593161183,0.1400595648460795,0.13980191512711856,
3,0.7865128020194735,0.5333822450476889,0.6356747303993006,0.14218253373902406,0.14253030654544724,0.14257481446284404,0.14279606701391914,0.14222084001721566,0.14201011218393772,0.1429609889776536,0.14253735451230884,,
4,0.789708265802269,0.5316421167484997,0.6354744049559831,0.14188650348649895,0.14133687339697407,0.14139351309829362,0.14139670942203345,0.14108650777982246,0.14203076142943602,0.14148277922864907,,,
5,0.7855140186915888,0.524002493765586,0.6286462228870606,0.14031581390822628,0.14279676415177683,0.14059636330611813,0.14317761385160485,0.141408063476225,0.14297389552731746,,,,
6,0.7849462365591398,0.5155367231638418,0.6223358908780903,0.13863207037985317,0.1384576815347489,0.13915351408394339,0.13894471958408344,0.13779971912996317,,,,,
7,0.7903335602450646,0.5110035211267606,0.6206896551724138,0.1395444568177148,0.13772703242088474,0.1395823173735822,0.1381148540672856,,,,,,
8,0.7821953327571305,0.5022197558268591,0.6116931395741805,0.13934479334081498,0.13708245210721795,0.13843797481993478,,,,,,,
9,0.7847769028871391,0.5037910699241785,0.6136480246280143,0.14195935357238637,0.14259875409968542,,,,,,,,
10,0.7876106194690266,0.46965699208443273,0.5884297520661157,0.13520470480492447,,,,,,,,,
Avr,0.7872810111680295,0.5160062310234844,0.6232076895391879,0.13993905120163516,0.14051037946641828,0.14047311376422544,0.14092724469929038,0.14083751348956086,0.14175035564672445,0.1415941351992819,0.14139595433646657,0.14026272504056886,0.1417372775901504
Max,0.7931127982646421,0.536205316223648,0.6398337525976155,0.14218253373902406,0.14279676415177683,0.14257481446284404,0.14317761385160485,0.14222084001721566,0.14297389552731746,0.1429609889776536,0.14253735451230884,0.14072353495401915,0.1417372775901504
Slope,-0.0005639852058187248,-0.006223914943140828,-0.004771100748511583,-0.00033674338296426146,-0.00031445751262103495,-0.00043968385362952016,-0.0004624505923064441,-0.0005188346430532422,0.0005057327563985414,0.0002698195213492099,0.00047320543064877096,-0.0009216198269005882,nan
AllTextCount,,,,3281.0,1735.0,2578.0,1915.0,2267.0,1645.0,1921.0,1725.0,3127.0,2379.0
AllSegCount,,,,648.0,352.0,505.0,381.0,464.0,296.0,366.0,343.0,632.0,472.0
,,,,5.063271604938271,4.9289772727272725,5.104950495049505,5.026246719160105,4.885775862068965,5.5574324324324325,5.248633879781421,5.029154518950437,4.947784810126582,5.040254237288136
