Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.7931127982646421,0.536205316223648,0.6398337525976155,
Un-score,1,0,,,,0.14048995857299912
Un-score,1,1,,,,0.14183343054321998
Un-score,1,2,,,,0.14130886926900996
Un-score,1,3,,,,0.14144266688007762
Un-score,1,4,,,,0.14135890737277224
Un-score,1,5,,,,0.1411842158271544
Un-score,1,6,,,,0.1413891794296419
Un-score,1,7,,,,0.1415909436510113
Un-score,1,8,,,,0.14072353495401915
Un-score,1,9,,,,0.1417372775901504
test-score,2,,0.7880995749848209,0.5326220763233483,0.6356513222331048,
Un-score,2,0,,,,0.13983032339390927
Un-score,2,1,,,,0.1402301203978092
Un-score,2,2,,,,0.1407375437000774
Un-score,2,3,,,,0.1406180820760285
Un-score,2,4,,,,0.14115104316136665
Un-score,2,5,,,,0.14055279326577672
Un-score,2,6,,,,0.140543593161183
Un-score,2,7,,,,0.1400595648460795
Un-score,2,8,,,,0.13980191512711856
test-score,3,,0.7865128020194735,0.5333822450476889,0.6356747303993006,
Un-score,3,0,,,,0.14218253373902406
Un-score,3,1,,,,0.14253030654544724
Un-score,3,2,,,,0.14257481446284404
Un-score,3,3,,,,0.14279606701391914
Un-score,3,4,,,,0.14222084001721566
Un-score,3,5,,,,0.14201011218393772
Un-score,3,6,,,,0.1429609889776536
Un-score,3,7,,,,0.14253735451230884
test-score,4,,0.789708265802269,0.5316421167484997,0.6354744049559831,
Un-score,4,0,,,,0.14188650348649895
Un-score,4,1,,,,0.14133687339697407
Un-score,4,2,,,,0.14139351309829362
Un-score,4,3,,,,0.14139670942203345
Un-score,4,4,,,,0.14108650777982246
Un-score,4,5,,,,0.14203076142943602
Un-score,4,6,,,,0.14148277922864907
test-score,5,,0.7855140186915888,0.524002493765586,0.6286462228870606,
Un-score,5,0,,,,0.14031581390822628
Un-score,5,1,,,,0.14279676415177683
Un-score,5,2,,,,0.14059636330611813
Un-score,5,3,,,,0.14317761385160485
Un-score,5,4,,,,0.141408063476225
Un-score,5,5,,,,0.14297389552731746
test-score,6,,0.7849462365591398,0.5155367231638418,0.6223358908780903,
Un-score,6,0,,,,0.13863207037985317
Un-score,6,1,,,,0.1384576815347489
Un-score,6,2,,,,0.13915351408394339
Un-score,6,3,,,,0.13894471958408344
Un-score,6,4,,,,0.13779971912996317
test-score,7,,0.7903335602450646,0.5110035211267606,0.6206896551724138,
Un-score,7,0,,,,0.1395444568177148
Un-score,7,1,,,,0.13772703242088474
Un-score,7,2,,,,0.1395823173735822
Un-score,7,3,,,,0.1381148540672856
test-score,8,,0.7821953327571305,0.5022197558268591,0.6116931395741805,
Un-score,8,0,,,,0.13934479334081498
Un-score,8,1,,,,0.13708245210721795
Un-score,8,2,,,,0.13843797481993478
test-score,9,,0.7847769028871391,0.5037910699241785,0.6136480246280143,
Un-score,9,0,,,,0.14195935357238637
Un-score,9,1,,,,0.14259875409968542
test-score,10,,0.7876106194690266,0.46965699208443273,0.5884297520661157,
Un-score,10,0,,,,0.13520470480492447
