Type,Round,Test Part,Presicion,Recall,F1-score,U-score
test-score,1,,0.23000097532429534,0.9717323223998682,0.37196170286597585,
Un-score,1,1,,,,0.032926467927208984
Un-score,1,2,,,,0.032501388285826514
Un-score,1,3,,,,0.033824932218324284
Un-score,1,4,,,,0.034274231775592204
Un-score,1,5,,,,0.03182956205654714
Un-score,1,6,,,,0.03277836354905712
Un-score,1,7,,,,0.031395918544819414
Un-score,1,8,,,,0.03469451295840285
Un-score,1,9,,,,0.032447036737277175
Un-score,1,10,,,,0.03428602753379005
test-score,2,,0.24352982672721663,0.9621984147722323,0.38868462255686714,
Un-score,2,1,,,,0.05114792728081688
Un-score,2,2,,,,0.050658013196325354
Un-score,2,3,,,,0.053582330222362515
Un-score,2,4,,,,0.05171350380753835
Un-score,2,5,,,,0.0511569530640212
Un-score,2,6,,,,0.05220127667911688
Un-score,2,7,,,,0.05040206224744338
Un-score,2,9,,,,0.05133513436489622
Un-score,2,10,,,,0.05317091302507958
test-score,3,,0.2439731780319729,0.9608882390569313,0.3891417786166315,
Un-score,3,1,,,,0.05423636812475741
Un-score,3,2,,,,0.05366688956655178
Un-score,3,4,,,,0.05449725598617476
Un-score,3,5,,,,0.0543355332616546
Un-score,3,6,,,,0.055058782054148714
Un-score,3,7,,,,0.053778826163889216
Un-score,3,9,,,,0.05434449588962918
Un-score,3,10,,,,0.05639737089289598
test-score,4,,0.26597424846748935,0.9584257740908653,0.4163942670354538,
Un-score,4,1,,,,0.035741932809481985
Un-score,4,2,,,,0.009202948237050777
Un-score,4,4,,,,0.007833228933719145
Un-score,4,5,,,,0.008513715607953089
Un-score,4,6,,,,0.008254922308829599
Un-score,4,7,,,,0.020301098774016514
Un-score,4,9,,,,0.03317329262350403
test-score,5,,0.27187098119634356,0.9652023692003948,0.4242440677966102,
Un-score,5,2,,,,0.011630194094309834
Un-score,5,4,,,,0.010148301838084708
Un-score,5,5,,,,0.01064310853982275
Un-score,5,6,,,,0.010782412560622574
Un-score,5,7,,,,0.022902601128127177
Un-score,5,9,,,,0.03461894426928244
test-score,6,,0.2676481691204228,0.9518375566370196,0.4178114986556665,
Un-score,6,2,,,,0.07780451034408412
Un-score,6,4,,,,0.0786777605193562
Un-score,6,5,,,,0.07756838376692708
Un-score,6,6,,,,0.07809314308997771
Un-score,6,7,,,,0.07900321898907377
test-score,7,,0.2625644551392231,0.9351126346718903,0.4100059047721295,
Un-score,7,2,,,,0.08508246043873
Un-score,7,4,,,,0.08363982920830071
Un-score,7,5,,,,0.0833811441036934
Un-score,7,6,,,,0.08412416451718371
test-score,8,,0.2569607199775007,0.9468048359240069,0.40421766701076534,
Un-score,8,4,,,,0.08252297494554035
Un-score,8,5,,,,0.08309342908238038
Un-score,8,6,,,,0.0830781539689731
test-score,9,,0.27034040604487863,0.9552319309600863,0.4214158239143367,
Un-score,9,4,,,,0.08225289484856614
Un-score,9,6,,,,0.08342240513479719
test-score,10,,0.23319892473118278,0.9278074866310161,0.3727175080558539,
Un-score,10,4,,,,0.12385987530113238
