,Presicion,Recall,F1-score,data/sumen/sumen-01.txt,data/sumen/sumen-02.txt,data/sumen/sumen-03.txt,data/sumen/sumen-04.txt,data/sumen/sumen-05.txt,data/sumen/sumen-06.txt,data/sumen/sumen-07.txt,data/sumen/sumen-08.txt,data/sumen/sumen-10.txt,data/sumen/sumen-11.txt
1,0.9557109557109557,0.5237385565254418,0.676660706917893,,0.13727698224189966,0.13783837197991253,0.13756401252746855,0.13731490158335719,0.13752343748205223,0.13763631668261733,0.13732495709649878,0.1374723556445544,0.13779426848262208
2,0.9339508658880387,0.5433458294283037,0.6870093319508223,,,0.1244205724668521,0.1253073756060683,0.12443273315956578,0.1254874472708862,0.12540798743139092,0.12531980264835532,0.12409437911321104,0.12482472320581771
3,0.9065623641894829,0.571037503421845,0.700705408128989,,,,0.1201770835344371,0.11969793029672296,0.12027854509375542,0.1202913524609122,0.12034744697251384,0.1190924324659289,0.12004973422487702
4,0.9101736972704715,0.5761859880615772,0.7056560215467488,,,,,0.11484643908033744,0.11521584650160026,0.11542445728595603,0.11537600183317245,0.11454414058743405,0.11524375494392795
5,0.8736842105263158,0.6012199771254289,0.7122854561878952,,,,,,0.1141132451123342,0.11446624812890413,0.11413364242053203,0.11377561199627753,0.11464191388441608
6,0.8994601889338731,0.5932354250111259,0.714936980423706,,,,,,,0.10941002567771996,0.10938385697478363,0.10857484281825523,0.10934962207778957
7,0.8984771573604061,0.5936277249860257,0.7149108044429485,,,,,,,,0.10598900079847715,0.1048302555448153,0.10563892757244751
8,0.8887677208287895,0.5966325036603221,0.7139728427507666,,,,,,,,,0.1043956050754267,0.10542348859829509
9,0.8597701149425288,0.6437177280550774,0.7362204724409449,,,,,,,,,,0.10380711185083993
Avr,0.9029508084056513,0.5825268040305719,0.7069286694211905,,0.13727698224189966,0.1311294722233823,0.12768282388932464,0.12407300102999583,0.12252370429212567,0.12043939794458343,0.11826781553490474,0.11584745290573789,0.11519706053789254
Max,0.9557109557109557,0.6437177280550774,0.7362204724409449,,0.13727698224189966,0.13783837197991253,0.13756401252746855,0.13731490158335719,0.13752343748205223,0.13763631668261733,0.13732495709649878,0.1374723556445544,0.13779426848262208
Slope,-0.009103278670770116,0.011700109814875131,0.005947022433281946,,nan,-0.013417799513060422,-0.00869346449651573,-0.007214019037190206,-0.005709198550872201,-0.005109244803054383,-0.004717627314042503,-0.004287847254286311,-0.0038144679420115644
AllTextCount,,,,3281.0,1735.0,2578.0,1915.0,2267.0,1645.0,1921.0,1725.0,3127.0,2379.0
AllSegCount,,,,648.0,352.0,505.0,381.0,464.0,296.0,366.0,343.0,632.0,472.0
,,,,5.063271604938271,4.9289772727272725,5.104950495049505,5.026246719160105,4.885775862068965,5.5574324324324325,5.248633879781421,5.029154518950437,4.947784810126582,5.040254237288136
